data.hora;data;tcle;cidade;uf;idade;sexo;raca;escolaridade;renda;rendafam;estcivil;filho_dep;qtd_filho_dep;plano;data_plano;plano_covid;preco_plano;pgt_plano;quarentena;teste_cov;result_teste_cov;contat_cov;morte_cov;equip_defensiv;gasto_equip_defensiv
6/5/2020 15:35:34;05/06/2020;Sim;Cachoeira;BA;33;Masculino;Pardo;Pós-Graduação;9000;9000;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1400;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;30
6/5/2020 15:45:20;05/06/2020;Sim;Brasília;DF;31;Feminino;Branco;Pós-Graduação;3000;20000;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/5/2020 15:46:11;05/06/2020;Sim;São Félix;BA;42;Feminino;Branco;Pós-Graduação;9000;18000;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
6/5/2020 15:50:43;05/06/2020;Sim;Brasília;DF;21;Masculino;Pardo;Ensino Superior;1400;5000;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 15:52:29;05/06/2020;Sim;Santo Antônio de Jesus;BA;35;Feminino;Branco;Ensino Superior;4000;5000;Casado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 15:56:35;05/06/2020;Sim;Fortaleza ;CE;37;Feminino;Pardo;Pós-Graduação;30000;90000;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1100;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;400
6/5/2020 15:59:00;05/06/2020;Sim;Barreiras ;BA;36;Feminino;Preto;Pós-Graduação;6400;12000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1586;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;75
6/5/2020 16:00:48;05/06/2020;Sim;Santo Antônio de Jesus;BA;59;Masculino;Branco;Pós-Graduação;39000;5100;Casado;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 16:06:55;05/06/2020;Sim;Várzea Grande;MT;25;Feminino;Branco;Pós-Graduação;2000;4500;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
6/5/2020 16:07:56;05/06/2020;Sim;Cruz das Almas;BA;44;Feminino;Pardo;Pós-Graduação;4200;5200;Viuvo;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;;929;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;;;;Sim;50
6/5/2020 16:14:57;05/06/2020;Sim;Brasília;DF;75;Masculino;Branco;Pós-Graduação;12000;13000;Casado;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;500
6/5/2020 16:25:36;05/06/2020;Sim;Recife;PE;65;Masculino;Branco;Ensino Médio;7000;12000;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;4500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;600
6/5/2020 16:27:32;05/06/2020;Sim;Ituberá;BA;40;Feminino;Preto;Pós-Graduação;3000;7000;Casado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
6/5/2020 16:29:59;05/06/2020;Sim;Cruz das Almas ;BA;46;Masculino;Pardo;Pós-Graduação;6000;6800;Casado;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2000;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;150
6/5/2020 16:30:04;05/06/2020;Sim;Brasília;DF;48;Masculino;Branco;Pós-Graduação;20000;27000;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1000;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;200
6/5/2020 16:30:34;05/06/2020;Sim;Brasília;DF;34;Masculino;Pardo;Pós-Graduação;13000;20000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde DURANTE A PANDEMIA.;Não;600;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;200
6/5/2020 16:30:39;05/06/2020;Sim;Brasília;DF;31;Feminino;Branco;Ensino Superior;11000;23000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;800;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;30
6/5/2020 16:34:13;05/06/2020;Sim;Brasília;DF;27;Feminino;Amarelo;Ensino Superior;7300;7300;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;400;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;300
6/5/2020 16:34:26;05/06/2020;Sim;Goiânia ;GO;29;Masculino;Pardo;Pós-Graduação;10000;10000;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;350;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
6/5/2020 16:34:54;05/06/2020;Sim;Fortaleza;CE;25;Feminino;Branco;Pós-Graduação;2030;4500;Outro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;400;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
6/5/2020 16:37:28;05/06/2020;Sim;Goiânia;GO;29;Masculino;Branco;Ensino Superior;4000;15000;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;350;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;300
6/5/2020 16:38:01;05/06/2020;Sim;Santo André;SP;29;Masculino;Pardo;Ensino Superior;6000;3900;Solteiro;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;70
6/5/2020 16:41:52;05/06/2020;Sim;São Paulo ;SP;33;Feminino;Branco;Pós-Graduação;8800;1400;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 16:42:49;05/06/2020;Sim;Brasília;DF;35;Masculino;Branco;Pós-Graduação;15000;15000;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;550;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;200
6/5/2020 16:43:48;05/06/2020;Sim;São João del Rei;MG;26;Feminino;Branco;Ensino Superior;1300;4000;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;10
6/5/2020 16:44:49;05/06/2020;Sim;Brasília;DF;55;Feminino;Branco;Pós-Graduação;20000;40000;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;300
6/5/2020 16:45:04;05/06/2020;Sim;Unaí;MG;44;Masculino;Branco;Ensino Médio;4,500;5,500;Outro;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Não fiz nada, levei vida normal;0;Não fiz o teste.;;;Não;0
6/5/2020 16:45:39;05/06/2020;Sim;Brasília;DF;35;Feminino;Preto;Pós-Graduação;5800;15000;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;580;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;1000
6/5/2020 16:48:15;05/06/2020;Sim;Brasília;DF;70;Feminino;Branco;Pós-Graduação;18000;18000;Viuvo;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;200
6/5/2020 16:49:16;05/06/2020;Sim;Recife;PE;36;Masculino;Branco;Pós-Graduação;17000;17000;Divorciado / Separado / desquitado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;400;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 16:49:37;05/06/2020;Sim;Brasília;DF;64;Feminino;Pardo;Pós-Graduação;10000;10000;Outro;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1600;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;50
6/5/2020 16:53:36;05/06/2020;Sim;Salvador;BA;49;Feminino;Branco;Pós-Graduação;2200;4400;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;680;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;300
6/5/2020 16:56:56;05/06/2020;Não;Cruz das Almas;BA;39;Feminino;Pardo;Pós-Graduação;4000;9000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;780;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 17:02:24;05/06/2020;Sim;Teixeira de Freitas;BA;33;Masculino;Preto;Ensino Superior;1640;5640;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;60
6/5/2020 17:04:04;05/06/2020;Sim;Brasília;DF;64;Feminino;Branco;Pós-Graduação;6000;6000;Divorciado / Separado / desquitado;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;150
6/5/2020 17:27:24;05/06/2020;Sim;Uberaba;MG;22;Feminino;Branco;Ensino Superior;1500;15000;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 17:30:39;05/06/2020;Sim;Salvador;BA;60;Masculino;Pardo;Pós-Graduação;9500;29500;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2900;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 17:33:19;05/06/2020;Sim;Goiânia ;GO;28;Masculino;Branco;Ensino Superior;8000;30000;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;30
6/5/2020 17:41:50;05/06/2020;Sim;Cachoeira ;BA;57;Feminino;Pardo;Ensino Superior;5000;5000;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;260
6/5/2020 17:42:41;05/06/2020;Sim;Goiânia ;GO;30;Masculino;Branco;Pós-Graduação;3500;3500;Solteiro;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;470;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;60
6/5/2020 17:44:58;05/06/2020;Sim;Brasília;DF;41;Masculino;Branco;Pós-Graduação;18000;22000;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;300
6/5/2020 17:51:21;05/06/2020;Sim;Primavera do Leste ;MT;36;Feminino;Branco;Pós-Graduação;20000;30000;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;500
6/5/2020 17:52:13;05/06/2020;Sim;Salvador;BA;43;Feminino;Pardo;Ensino Superior;3700;5800;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;350
6/5/2020 17:59:33;05/06/2020;Sim;Recife;PE;44;Feminino;Pardo;Pós-Graduação;30000;45000;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;500
6/5/2020 18:06:13;05/06/2020;Sim;Cruz das Almas;BA;50;Masculino;Branco;Pós-Graduação;9500;9500;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1150;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;130
6/5/2020 18:07:36;05/06/2020;Sim;Cruz das Almas;BA;33;Feminino;Pardo;Pós-Graduação;2798;2798;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;457;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;60
6/5/2020 18:07:46;05/06/2020;Sim;Itabuna;BA;31;Masculino;Preto;Pós-Graduação;14000;14000;Solteiro;Sim, filhos ou dependentes moram comigo.;7;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 18:07:57;05/06/2020;Sim;Várzea Grande;MT;34;Masculino;Pardo;Ensino Superior;0;1000;Outro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;20
6/5/2020 18:09:33;05/06/2020;Sim;Vitória da Conquista;BA;39;Feminino;Pardo;Ensino Médio;2500;5000;Casado;Sim, filhos ou dependentes moram comigo.;8;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;350;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;1000
6/5/2020 18:09:35;05/06/2020;Sim;Recife;PE;44;Masculino;Branco;Pós-Graduação;10000;10000;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;600;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;300
6/5/2020 18:12:45;05/06/2020;Sim;São Paulo ;SP;45;Masculino;Branco;Pós-Graduação;40000;40000;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;800;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;0
6/5/2020 18:14:40;05/06/2020;Sim;Brasília;DF;63;Masculino;Pardo;Pós-Graduação;8500;20000;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 18:15:43;05/06/2020;Sim;Brasília;DF;34;Feminino;Branco;Ensino Superior;9000;18000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;200
6/5/2020 18:17:51;05/06/2020;Sim;Recife;PE;44;Feminino;Pardo;Pós-Graduação;15000;25000;Casado;Sim, filhos ou dependentes moram comigo.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;390;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;200
6/5/2020 18:18:49;05/06/2020;Sim;Brasília;DF;44;Feminino;Pardo;Pós-Graduação;22000;23000;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1022;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;200
6/5/2020 18:20:53;05/06/2020;Sim;Brasília;DF;35;Feminino;Pardo;Pós-Graduação;4589;12000;Solteiro;Não possuo filhos ou dependentes.;6;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;506;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;40
6/5/2020 18:21:52;05/06/2020;Sim;Jequié;BA;58;Feminino;Branco;Pós-Graduação;3100;31000;Outro;Não, meus filhos ou dependentes NÃO moram comigo.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;500
6/5/2020 18:31:02;05/06/2020;Sim;Brasília;DF;31;Feminino;Branco;Ensino Superior;11000;23000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;800;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;30
6/5/2020 18:31:52;05/06/2020;Sim;Manaus;AM;19;Masculino;Branco;Ensino Médio;400;6400;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;300
6/5/2020 18:34:46;05/06/2020;Sim;Cruz das Almas;BA;22;Feminino;Branco;Ensino Superior;640;2000;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;30
6/5/2020 18:37:34;05/06/2020;Sim;Salvador;BA;23;Masculino;Pardo;Ensino Superior;1800;4000;Solteiro;Não possuo filhos ou dependentes.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;150;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;50
6/5/2020 18:40:37;05/06/2020;Sim;Manaus;AM;34;Feminino;Branco;Pós-Graduação;9000;18000;Outro;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;100;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;30
6/5/2020 18:45:06;05/06/2020;Sim;Tangará da Serra;MT;36;Feminino;Branco;Pós-Graduação;12000;16000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;58;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;50
6/5/2020 19:11:48;05/06/2020;Sim;Salvador;BA;43;Feminino;Branco;Pós-Graduação;4700;4700;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;300
6/5/2020 19:11:50;05/06/2020;Sim;Silvânia;GO;34;Feminino;Pardo;Pós-Graduação;2800;12500;Solteiro;Não possuo filhos ou dependentes.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
6/5/2020 19:21:06;05/06/2020;Sim;Barreiras ;BA;36;Feminino;Preto;Pós-Graduação;6400;12000;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1586;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;75
6/5/2020 19:24:36;05/06/2020;Sim;Santo Amaro;BA;28;Prefiro não dizer;Preto;Ensino Superior;0;0;Solteiro;Não possuo filhos ou dependentes.;1;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;1000
6/5/2020 19:28:57;05/06/2020;Sim;Sabará;MG;24;Feminino;Branco;Ensino Superior;2000;3000;Solteiro;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 19:31:50;05/06/2020;Sim;São Félix;BA;42;Masculino;Pardo;Pós-Graduação;10000;22000;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;3400;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 19:35:23;05/06/2020;Sim;Manaus;AM;25;Masculino;Pardo;Ensino Médio;2800;4100;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;100;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;400
6/5/2020 19:38:06;05/06/2020;Sim;Manaus ;AM;38;Feminino;Preto;Pós-Graduação;15000;15000;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;800;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;1000
6/5/2020 19:39:12;05/06/2020;Sim;Cruz das Almas;BA;26;Feminino;Branco;Pós-Graduação;1500;2545;Solteiro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;62
6/5/2020 19:40:57;05/06/2020;Sim;Recife;PE;46;Masculino;Pardo;Ensino Superior;1500;1500;Outro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
6/5/2020 19:43:45;05/06/2020;Sim;Brasília;DF;30;Feminino;Pardo;Ensino Superior;13000;23000;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;630;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;160
6/5/2020 19:44:17;05/06/2020;Sim;Cruz das Almas;BA;24;Feminino;Pardo;Ensino Médio;600;1200;Solteiro;Não possuo filhos ou dependentes.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/5/2020 20:08:23;05/06/2020;Sim;Itabuna;BA;33;Masculino;Branco;Ensino Superior;2400;2400;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;100;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;60
6/5/2020 20:36:40;05/06/2020;Sim;Itabuna;BA;26;Feminino;Preto;Pós-Graduação;1500;2500;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;400;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;80
6/5/2020 20:42:00;05/06/2020;Sim;Maringá;PR;57;Feminino;Branco;Ensino Superior;7000;15000;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;50
